ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
943,15422.6,97.1,4,3.0,97.1,15,1.3,10.3,9.0,99.0,12,4900.0,0.1,11.3,470.0,0
947,15602.9,98.0,1,2.4,98.0,16,0.6,10.5,6.0,99.0,11,5200.0,0.1,11.5,480.0,0
951,15783.3,98.8,3,2.8,98.8,17,1.5,10.7,8.0,99.0,13,5500.0,0.1,12.7,490.0,0
955,15963.6,99.6,2,2.6,99.6,18,1.0,11.0,7.0,99.0,14,5800.0,0.0,12.0,500.0,0
959,16143.9,100.0,5,2.9,100.0,19,1.8,11.3,9.0,99.0,15,6100.0,0.0,13.3,510.0,0
963,16324.2,99.4,1,2.5,99.4,20,1.2,11.5,8.0,99.0,16,6400.0,0.0,13.5,520.0,0
967,16504.6,98.2,4,3.1,98.2,21,1.9,11.8,9.0,99.0,17,6700.0,0.0,14.8,530.0,0
971,16684.9,96.6,2,2.7,96.6,22,1.4,12.0,7.0,99.0,18,7000.0,0.0,14.0,540.0,0
975,16865.1,95.0,5,3.2,95.0,23,2.0,12.2,9.0,99.0,19,7300.0,0.0,15.2,550.0,0
979,17045.5,93.4,1,2.4,93.4,24,2.1,12.4,8.0,99.0,20,7600.0,0.0,15.4,560.0,0
104,5211.5,88.0,2,1.1,62.0,2,0.5,5.1,2.0,85.0,1,1000.0,0.4,5.6,170.0,0
103,5143.8,86.0,3,0.8,64.0,3,0.9,5.5,1.0,85.0,2,1200.0,0.3,6.2,180.0,0
102,5076.1,84.0,1,0.6,66.0,4,0.4,6.0,1.0,85.0,3,1400.0,0.2,6.5,190.0,0
101,5008.4,82.0,4,1.2,68.0,5,0.6,6.5,2.0,85.0,4,1600.0,0.1,7.8,200.0,0
100,4940.8,80.0,0,0.9,70.0,6,0.3,7.0,1.0,85.0,5,1800.0,0.0,8.0,210.0,0
108,5376.3,90.0,5,1.5,72.0,8,0.8,8.0,3.0,85.0,6,2000.0,0.0,9.0,220.0,0
109,5417.1,92.0,2,1.1,74.0,9,0.5,8.5,2.0,85.0,7,2200.0,0.0,9.2,230.0,0
110,5457.9,94.0,3,1.4,76.0,10,0.9,9.0,3.0,85.0,8,2400.0,0.0,10.0,240.0,0
111,5498.8,96.0,1,1.2,78.0,11,0.4,9.5,2.0,85.0,9,2600.0,0.0,10.2,250.0,0
112,5539.6,98.0,4,1.6,80.0,12,0.6,10.0,3.0,85.0,10,2800.0,0.0,11.0,260.0,0
113,5579.4,100.0,0,1.3,82.0,13,0.3,10.5,2.0,85.0,11,3000.0,0.0,11.2,270.0,0
114,5620.3,97.0,5,1.5,84.0,14,0.8,11.0,3.0,85.0,12,3200.0,0.0,12.0,280.0,0
115,5661.2,95.0,2,1.1,86.0,15,0.5,11.5,2.0,85.0,13,3400.0,0.0,12.2,290.0,0
116,5702.0,93.0,3,1.4,88.0,16,0.9,12.0,3.0,85.0,14,3600.0,0.0,13.0,300.0,0
117,5742.9,91.0,1,1.2,90.0,17,0.4,12.5,2.0,85.0,15,3800.0,0.0,13.2,310.0,0
118,5784.7,89.0,4,1.5,92.0,18,0.6,13.0,3.0,85.0,16,4000.0,0.0,14.0,320.0,0
940,14561.5,85.0,3,2.8,75.0,20,1.0,8.0,4.0,80.0,8,4500.0,0.3,9.0,420.0,0
997,19679.9,98.0,2,3.9,82.0,22,2.5,9.0,5.0,82.0,9,4800.0,0.2,10.0,450.0,0
1003,18135.2,92.0,1,3.2,85.0,19,1.2,7.0,3.0,81.0,10,4600.0,0.1,9.2,410.0,0
1034,18561.4,96.0,4,2.5,87.0,21,1.8,8.5,4.0,83.0,11,4900.0,0.1,10.5,440.0,0
1047,16179.1,94.0,5,3.6,89.0,20,2.0,9.5,5.0,84.0,12,5200.0,0.0,11.5,460.0,0
1051,16321.1,95.0,3,2.9,91.0,18,1.5,8.0,3.0,85.0,13,5000.0,0.0,11.0,470.0,0
1060,19135.9,97.0,2,3.8,93.0,22,3.0,9.0,6.0,86.0,14,5400.0,0.0,12.0,490.0,0
1070,15579.8,90.0,1,3.1,95.0,19,2.2,7.5,4.0,87.0,15,5200.0,0.0,12.5,480.0,0
1081,16935.6,93.0,5,2.7,97.0,20,2.5,8.5,5.0,88.0,16,5600.0,0.0,13.0,500.0,0
1095,15879.5,91.0,4,3.5,98.0,21,2.8,9.0,6.0,89.0,17,5800.0,0.0,13.5,510.0,0
1105,18235.8,94.0,3,3.2,99.0,22,3.2,8.0,7.0,90.0,18,6000.0,0.0,14.0,520.0,0
1118,18861.5,95.0,2,3.9,99.0,20,3.5,9.5,8.0,91.0,19,6200.0,0.0,14.5,530.0,0
1133,16421.9,92.0,1,3.6,100.0,19,3.0,8.0,8.0,92.0,20,6400.0,0.0,15.0,540.0,0
1144,19079.1,96.0,5,3.8,100.0,20,3.8,9.0,9.0,93.0,21,6600.0,0.0,15.5,550.0,0
1154,17235.8,93.0,4,3.4,100.0,21,3.5,8.5,9.0,94.0,22,6800.0,0.0,16.0,560.0,0
1167,16179.1,95.0,3,3.2,100.0,20,3.2,9.0,10.0,95.0,23,7000.0,0.0,16.5,570.0,0
1011,19139.4,90.5,2,2.8,96.0,21,2.8,7.0,9.0,88.0,17,6100.0,0.2,13.0,490.0,0
1025,18522.9,92.0,1,3.0,98.0,20,3.0,8.5,8.0,89.0,18,6200.0,0.2,13.5,500.0,0
1038,15947.3,95.0,5,2.9,99.0,22,2.9,9.0,9.0,90.0,19,6300.0,0.2,14.0,510.0,0
1051,17763.1,93.0,4,3.1,98.0,20,3.1,8.0,10.0,91.0,20,6400.0,0.2,14.5,520.0,0
1064,19525.8,91.0,3,2.6,100.0,21,2.6,7.5,9.0,92.0,21,6500.0,0.2,15.0,530.0,0
1077,16961.5,94.0,2,3.3,99.0,19,3.3,8.5,9.0,93.0,22,6600.0,0.2,15.5,540.0,0
1089,18183.9,96.0,5,3.4,100.0,20,3.4,9.5,10.0,94.0,23,6700.0,0.2,16.0,550.0,0
1102,15567.4,92.0,4,2.7,98.0,21,2.7,7.0,9.0,95.0,24,6800.0,0.2,16.5,560.0,0
1114,17322.9,93.0,3,3.2,99.0,20,3.2,8.0,9.0,96.0,25,6900.0,0.2,17.0,570.0,0
1126,16347.1,94.0,2,2.9,100.0,19,2.9,7.5,10.0,97.0,26,7000.0,0.2,17.5,580.0,0
1138,18917.9,95.0,5,3.5,99.0,20,3.5,9.0,9.0,98.0,27,7100.0,0.2,18.0,590.0,0
1151,15735.8,93.0,4,3.1,98.0,21,3.1,8.0,9.0,99.0,28,7200.0,0.2,18.5,600.0,0
1163,17179.1,94.0,3,2.8,100.0,20,2.8,7.0,10.0,100.0,29,7300.0,0.2,19.0,610.0,0
1175,15947.3,95.0,2,3.3,99.0,19,3.3,8.5,9.0,100.0,30,7400.0,0.2,19.5,620.0,0
1187,17583.9,96.0,5,3.4,100.0,20,3.4,9.5,10.0,100.0,31,7500.0,0.2,20.0,630.0,0
1199,16179.1,93.0,4,2.7,98.0,21,2.7,7.5,9.0,100.0,32,7600.0,0.2,20.5,640.0,0
943,18512.5,92.0,1,2.9,97.0,18,2.9,6.0,7.0,99.0,26,7800.0,0.3,17.0,550.0,0
951,19235.8,94.0,3,3.2,99.0,19,3.2,7.5,8.0,98.0,27,7900.0,0.3,17.5,560.0,0
959,16987.1,95.0,2,3.5,100.0,20,3.5,9.0,9.0,100.0,28,8000.0,0.3,18.0,570.0,0
967,17735.8,93.0,1,3.1,98.0,18,3.1,8.0,8.0,99.0,29,8100.0,0.3,18.5,580.0,0
975,15412.5,94.0,4,2.8,97.0,19,2.8,6.5,7.0,99.0,30,8200.0,0.3,19.0,590.0,0
983,17235.9,96.0,5,3.4,99.0,20,3.4,7.0,9.0,100.0,31,8300.0,0.3,19.5,600.0,0
991,16347.3,95.0,3,3.3,100.0,19,3.3,8.5,10.0,100.0,32,8400.0,0.3,20.0,610.0,0
999,15879.1,94.0,2,2.9,98.0,18,2.9,9.5,8.0,100.0,33,8500.0,0.3,20.5,620.0,0
1007,18179.1,96.0,1,3.6,99.0,20,3.6,8.0,9.0,100.0,34,8600.0,0.3,21.0,630.0,0
1015,18412.5,95.0,4,3.2,100.0,19,3.2,7.0,10.0,100.0,35,8700.0,0.3,21.5,640.0,0
1023,16847.3,94.0,5,3.5,98.0,20,3.5,9.0,9.0,100.0,36,8800.0,0.3,22.0,650.0,0
1031,16035.8,96.0,2,3.3,99.0,19,3.3,8.5,8.0,100.0,37,8900.0,0.3,22.5,660.0,0
1039,17312.5,95.0,1,3.1,100.0,20,3.1,9.5,9.0,100.0,38,9000.0,0.3,23.0,670.0,0
1047,18235.9,94.0,4,3.4,98.0,19,3.4,7.0,10.0,100.0,39,9100.0,0.3,23.5,680.0,0
1055,16647.3,95.0,5,3.6,99.0,20,3.6,8.0,9.0,100.0,40,9200.0,0.3,24.0,690.0,0
1063,17035.8,96.0,2,3.3,100.0,19,3.3,9.0,8.0,100.0,41,9300.0,0.3,24.5,700.0,0
1071,17847.3,94.5,3,3.2,99.0,21,3.2,8.5,8.5,99.0,42,9400.0,0.3,25.0,710.0,0
1079,16312.5,96.5,4,3.5,98.0,20,3.5,9.5,9.5,100.0,43,9500.0,0.3,25.5,720.0,0
1087,18535.9,95.5,1,3.1,100.0,21,3.1,8.0,10.0,99.0,44,9600.0,0.3,26.0,730.0,0
1095,17147.3,96.5,5,3.4,99.0,20,3.4,7.5,9.0,100.0,45,9700.0,0.3,26.5,740.0,0
1103,16735.8,95.0,2,3.3,100.0,21,3.3,9.0,8.0,99.0,46,9800.0,0.3,27.0,750.0,0
1111,18147.3,94.5,4,3.2,99.0,20,3.2,8.0,10.0,100.0,47,9900.0,0.3,27.5,760.0,0
1119,17735.8,96.0,1,3.1,100.0,21,3.1,9.5,9.5,99.0,48,10000.0,0.3,28.0,770.0,0
1127,18312.5,95.5,5,3.4,99.0,20,3.4,8.5,8.5,100.0,49,10100.0,0.3,28.5,780.0,0
1135,16947.3,96.5,2,3.3,100.0,21,3.3,9.0,8.0,99.0,50,10200.0,0.3,29.0,790.0,0
1143,17935.8,95.0,4,3.2,99.0,20,3.2,8.0,10.0,100.0,51,10300.0,0.3,29.5,800.0,0
1151,17547.3,96.0,1,3.1,100.0,21,3.1,9.5,9.5,99.0,52,10400.0,0.3,30.0,810.0,0
1159,18735.8,95.5,5,3.4,99.0,20,3.4,8.5,8.5,100.0,53,10500.0,0.3,30.5,820.0,0
1167,17312.5,96.5,2,3.3,100.0,21,3.3,9.0,8.0,99.0,54,10600.0,0.3,31.0,830.0,0
1175,18147.3,95.0,4,3.2,99.0,20,3.2,8.0,10.0,100.0,55,10700.0,0.3,31.5,840.0,0
1183,17735.8,96.0,1,3.1,100.0,21,3.1,9.5,9.5,99.0,56,10800.0,0.3,32.0,850.0,0
1191,18535.9,95.5,5,3.4,99.0,20,3.4,8.5,8.5,100.0,57,10900.0,0.3,32.5,860.0,0
100,5000.0,80.0,0,0.5,60.0,0,0.0,2.0,0.0,80.0,0,1000.0,0.1,1.0,100.0,0
101,5015.8,81.0,0,0.6,61.0,0,0.1,2.1,0.1,81.0,1,1020.0,0.1,1.1,110.0,0
102,5031.6,82.0,0,0.7,62.0,0,0.2,2.2,0.2,82.0,2,1040.0,0.1,1.2,120.0,0
103,5047.4,83.0,0,0.8,63.0,0,0.3,2.3,0.3,83.0,3,1060.0,0.1,1.3,130.0,0
104,5063.2,84.0,0,0.9,64.0,0,0.4,2.4,0.4,84.0,4,1080.0,0.1,1.4,140.0,0
105,5083.0,85.0,0,1.0,65.0,0,0.5,2.5,0.5,85.0,5,1100.0,0.1,1.5,150.0,0
106,5102.8,86.0,0,1.1,66.0,0,0.6,2.6,0.6,86.0,6,1120.0,0.1,1.6,160.0,0
107,5122.6,87.0,0,1.2,67.0,0,0.7,2.7,0.7,87.0,7,1140.0,0.1,1.7,170.0,0
108,5142.4,88.0,0,1.3,68.0,0,0.8,2.8,0.8,88.0,8,1160.0,0.1,1.8,180.0,0
109,5162.2,89.0,0,1.4,69.0,0,0.9,2.9,0.9,89.0,9,1180.0,0.1,1.9,190.0,0
110,5182.0,90.0,0,1.5,70.0,0,1.0,3.0,1.0,90.0,10,1200.0,0.1,2.0,200.0,0
111,5201.8,91.0,0,1.6,71.0,0,1.1,3.1,1.1,91.0,11,1220.0,0.1,2.1,210.0,0
112,5221.6,92.0,0,1.7,72.0,0,1.2,3.2,1.2,92.0,12,1240.0,0.1,2.2,220.0,0
113,5241.4,93.0,0,1.8,73.0,0,1.3,3.3,1.3,93.0,13,1260.0,0.1,2.3,230.0,0
114,5261.2,94.0,0,1.9,74.0,0,1.4,3.4,1.4,94.0,14,1280.0,0.1,2.4,240.0,0
115,5281.0,95.0,0,2.0,75.0,0,1.5,3.5,1.5,95.0,15,1300.0,0.1,2.5,250.0,0
102,5152.0,88.0,0,1.2,68.0,1,0.9,2.9,0.9,88.0,8,1180.0,0.1,1.9,190.0,0
103,5173.8,89.0,0,1.3,69.0,2,1.0,3.0,1.0,89.0,9,1200.0,0.1,2.0,200.0,0
104,5195.6,90.0,0,1.4,70.0,3,1.1,3.1,1.1,90.0,10,1220.0,0.1,2.1,210.0,0
105,5217.4,91.0,0,1.5,71.0,4,1.2,3.2,1.2,91.0,11,1240.0,0.1,2.2,220.0,0
106,5239.2,92.0,0,1.6,72.0,5,1.3,3.3,1.3,92.0,12,1260.0,0.1,2.3,230.0,0
107,5261.0,93.0,0,1.7,73.0,6,1.4,3.4,1.4,93.0,13,1280.0,0.1,2.4,240.0,0
108,5282.8,94.0,0,1.8,74.0,7,1.5,3.5,1.5,94.0,14,1300.0,0.1,2.5,250.0,0
109,5304.6,95.0,0,1.9,75.0,8,1.6,3.6,1.6,95.0,15,1320.0,0.1,2.6,260.0,0
100,5125.2,86.0,0,1.1,66.0,0,0.8,2.8,0.8,86.0,7,1160.0,0.1,1.8,180.0,0
101,5146.0,87.0,0,1.2,67.0,1,0.9,2.9,0.9,87.0,8,1180.0,0.1,1.9,190.0,0
500,18000.0,96.0,0,2.5,76.0,0,1.7,3.7,1.7,96.0,16,1400.0,0.1,2.7,270.0,0
501,18200.0,97.0,0,2.6,77.0,0,1.8,3.8,1.8,97.0,17,1420.0,0.1,2.8,280.0,0
502,18400.0,98.0,0,2.7,78.0,0,1.9,3.9,1.9,98.0,18,1440.0,0.1,2.9,290.0,0
503,18600.0,99.0,0,2.8,79.0,0,2.0,4.0,2.0,99.0,19,1460.0,0.1,3.0,300.0,0
504,18800.0,100.0,0,2.9,80.0,0,2.1,4.1,2.1,100.0,20,1480.0,0.1,3.1,310.0,0
505,19000.0,100.0,0,3.0,81.0,0,2.2,4.2,2.2,100.0,21,1500.0,0.1,3.2,320.0,0
101,5100.0,85.0,1,0.5,90.0,2,0.0,5.0,0.0,85.0,0,1100.0,0.2,1.0,110.0,0
102,5200.0,86.0,1,0.6,91.0,3,0.0,5.2,0.0,86.0,1,1120.0,0.2,1.1,120.0,0
103,5300.0,87.0,2,0.7,92.0,4,0.0,5.4,0.0,87.0,2,1140.0,0.2,1.2,130.0,0
104,5400.0,88.0,2,0.8,93.0,5,0.0,5.6,0.0,88.0,3,1160.0,0.2,1.3,140.0,0
105,5500.0,89.0,3,0.9,94.0,6,0.0,5.8,0.0,89.0,4,1180.0,0.2,1.4,150.0,0
106,5600.0,90.0,3,1.0,95.0,7,0.0,6.0,0.0,90.0,5,1200.0,0.2,1.5,160.0,0
107,5700.0,91.0,4,1.1,96.0,8,0.0,6.2,0.0,91.0,6,1220.0,0.2,1.6,170.0,0
108,5800.0,92.0,4,1.2,97.0,9,0.0,6.4,0.0,92.0,7,1240.0,0.2,1.7,180.0,0
109,5900.0,93.0,5,1.3,98.0,10,0.0,6.6,0.0,93.0,8,1260.0,0.2,1.8,190.0,0
110,6000.0,94.0,5,1.4,99.0,11,0.0,6.8,0.0,94.0,9,1280.0,0.2,1.9,200.0,0
111,6100.0,95.0,0,1.5,80.0,12,0.0,7.0,0.0,95.0,10,1300.0,0.2,2.0,210.0,0
112,6200.0,96.0,0,1.6,81.0,13,0.0,7.2,0.0,96.0,11,1320.0,0.2,2.1,220.0,0
113,6300.0,97.0,0,1.7,82.0,14,0.0,7.4,0.0,97.0,12,1340.0,0.2,2.2,230.0,0
114,6400.0,98.0,0,1.8,83.0,15,0.0,7.6,0.0,98.0,13,1360.0,0.2,2.3,240.0,0
115,6500.0,99.0,0,1.9,84.0,16,0.0,7.8,0.0,99.0,14,1380.0,0.2,2.4,250.0,0
116,6600.0,100.0,0,2.0,85.0,17,0.0,8.0,0.0,100.0,15,1400.0,0.2,2.5,260.0,0
910,14300.0,91.0,3,3.2,90.0,20,1.0,9.5,5.0,92.0,9,4500.0,0.3,7.5,380.0,0
911,14200.0,90.0,4,3.1,89.0,21,2.0,9.7,4.0,91.0,8,4480.0,0.3,7.6,370.0,0
912,14100.0,89.0,5,3.0,88.0,22,3.0,9.9,3.0,90.0,7,4460.0,0.3,7.7,360.0,0
913,14000.0,88.0,2,2.9,87.0,23,4.0,10.1,2.0,89.0,6,4440.0,0.3,7.8,350.0,0
914,13900.0,87.0,1,2.8,86.0,24,5.0,10.3,1.0,88.0,5,4420.0,0.3,7.9,340.0,0
915,13800.0,86.0,0,2.7,85.0,0,0.0,10.5,0.0,87.0,4,4400.0,0.3,8.0,330.0,0
916,13700.0,85.0,0,2.6,84.0,0,0.0,10.7,0.0,86.0,3,4380.0,0.3,8.1,320.0,0
917,13600.0,84.0,0,2.5,83.0,0,0.0,10.9,0.0,85.0,2,4360.0,0.3,8.2,310.0,0
918,13500.0,83.0,0,2.4,82.0,0,0.0,11.1,0.0,84.0,1,4340.0,0.3,8.3,300.0,0
919,13400.0,82.0,0,2.3,81.0,0,0.0,11.3,0.0,83.0,0,4320.0,0.3,8.4,290.0,0
920,13300.0,81.0,0,2.2,80.0,0,0.0,11.5,0.0,82.0,0,4300.0,0.3,8.5,280.0,0
921,13200.0,80.0,0,2.1,79.0,0,0.0,11.7,0.0,81.0,0,4280.0,0.3,8.6,270.0,0
922,13100.0,79.0,0,2.0,78.0,0,0.0,11.9,0.0,80.0,0,4260.0,0.3,8.7,260.0,0
923,13000.0,78.0,0,1.9,77.0,0,0.0,12.1,0.0,79.0,0,4240.0,0.3,8.8,250.0,0
924,12900.0,77.0,0,1.8,76.0,0,0.0,12.3,0.0,78.0,0,4220.0,0.3,8.9,240.0,0
925,12800.0,76.0,0,1.7,75.0,0,0.0,12.5,0.0,77.0,0,4200.0,0.3,9.0,230.0,0
101,5150.0,98.0,2,4.8,95.0,16,1.5,2.2,5.0,90.0,8,3900.0,0.2,5.5,410.0,1
102,5160.0,97.0,3,4.9,94.0,17,2.0,2.3,6.0,91.0,9,3920.0,0.2,5.6,420.0,1
103,5170.0,96.0,4,5.0,93.0,18,2.5,2.4,7.0,92.0,10,3940.0,0.2,5.7,430.0,1
104,5180.0,95.0,5,5.1,92.0,19,3.0,2.5,8.0,93.0,11,3960.0,0.2,5.8,440.0,1
105,5190.0,94.0,0,5.2,91.0,20,3.5,2.6,9.0,94.0,12,3980.0,0.2,5.9,450.0,1
106,5200.0,93.0,1,5.3,90.0,21,4.0,2.7,10.0,95.0,13,4000.0,0.2,6.0,460.0,1
107,5210.0,92.0,2,5.4,89.0,22,4.5,2.8,11.0,96.0,14,4020.0,0.2,6.1,470.0,1
108,5220.0,91.0,3,5.5,88.0,23,5.0,2.9,12.0,97.0,15,4040.0,0.2,6.2,480.0,1
109,5230.0,90.0,4,5.6,87.0,24,5.5,3.0,13.0,98.0,16,4060.0,0.2,6.3,490.0,1
110,5240.0,89.0,5,5.7,86.0,0,0.0,3.1,14.0,99.0,17,4080.0,0.2,6.4,500.0,1
111,5250.0,88.0,0,5.8,85.0,0,0.0,3.2,15.0,100.0,18,4100.0,0.2,6.5,510.0,1
112,5260.0,87.0,1,5.9,84.0,0,0.0,3.3,16.0,89.0,19,4120.0,0.2,6.6,520.0,1
113,5270.0,86.0,2,6.0,83.0,0,0.0,3.4,17.0,88.0,20,4140.0,0.2,6.7,530.0,1
114,5280.0,85.0,3,6.1,82.0,0,0.0,3.5,18.0,87.0,21,4160.0,0.2,6.8,540.0,1
115,5290.0,84.0,4,6.2,81.0,0,0.0,3.6,19.0,86.0,22,4180.0,0.2,6.9,550.0,1
116,5300.0,83.0,5,6.3,80.0,0,0.0,3.7,20.0,85.0,23,4200.0,0.2,7.0,560.0,1
701,18000.0,96.0,3,4.2,97.0,8,2.0,6.8,8.0,82.0,5,4500.0,0.4,8.5,480.0,1
702,18100.0,95.0,2,4.1,96.0,9,1.0,7.0,7.0,81.0,4,4520.0,0.4,8.6,490.0,1
703,18200.0,94.0,1,4.0,95.0,10,0.0,7.2,6.0,80.0,3,4540.0,0.4,8.7,500.0,0
704,18300.0,93.0,4,3.9,94.0,11,0.0,7.3,5.0,79.0,2,4560.0,0.4,8.8,510.0,0
705,18400.0,92.0,5,3.8,93.0,12,0.0,7.4,4.0,78.0,1,4580.0,0.4,8.9,520.0,0
706,18500.0,91.0,0,3.7,92.0,13,0.0,7.5,3.0,77.0,0,4600.0,0.4,9.0,530.0,0
707,18600.0,90.0,0,3.6,91.0,14,0.0,7.6,2.0,76.0,0,4620.0,0.4,9.1,540.0,0
708,18700.0,89.0,0,3.5,90.0,15,0.0,7.7,1.0,75.0,0,4640.0,0.4,9.2,550.0,0
709,18800.0,88.0,0,3.4,89.0,16,0.0,7.8,0.0,74.0,0,4660.0,0.4,9.3,560.0,0
710,18900.0,87.0,0,3.3,88.0,17,0.0,7.9,0.0,73.0,0,4680.0,0.4,9.4,570.0,0
711,19000.0,86.0,0,3.2,87.0,18,0.0,8.0,0.0,72.0,0,4700.0,0.4,9.5,580.0,0
712,19100.0,85.0,0,3.1,86.0,19,0.0,8.1,0.0,71.0,0,4720.0,0.4,9.6,590.0,0
713,19200.0,84.0,0,3.0,85.0,20,0.0,8.2,0.0,70.0,0,4740.0,0.4,9.7,600.0,0
714,19300.0,83.0,0,2.9,84.0,21,0.0,8.3,0.0,69.0,0,4760.0,0.4,9.8,610.0,0
715,19400.0,82.0,0,2.8,83.0,22,0.0,8.4,0.0,68.0,0,4780.0,0.4,9.9,620.0,0
716,19500.0,81.0,0,2.7,82.0,23,0.0,8.5,0.0,67.0,0,4800.0,0.4,10.0,630.0,0
102,17150.0,95.0,1,1.7,78.0,11,0.0,5.0,0.0,88.0,2,3200.0,0.3,3.0,220.0,0
938,19520.0,89.0,2,2.4,80.0,14,0.0,6.5,0.0,85.0,4,3800.0,0.3,4.5,290.0,0
475,15150.0,96.0,3,1.3,75.0,9,0.0,4.0,0.0,90.0,1,2900.0,0.3,2.0,200.0,0
991,19950.0,92.0,4,2.6,81.0,16,0.0,7.0,0.0,87.0,5,4200.0,0.3,5.0,330.0,0
637,16750.0,94.0,5,2.1,79.0,13,0.0,5.5,0.0,86.0,3,3500.0,0.3,4.0,280.0,0
863,18450.0,90.0,1,2.2,82.0,15,0.0,6.0,0.0,89.0,6,3600.0,0.3,5.5,310.0,0
414,15350.0,98.0,0,1.2,76.0,8,0.0,3.5,0.0,91.0,0,2800.0,0.3,1.5,180.0,0
972,20150.0,91.0,3,2.8,83.0,17,0.0,7.5,0.0,88.0,7,4400.0,0.3,6.0,350.0,0
589,16150.0,93.0,2,2.0,80.0,12,0.0,5.0,0.0,84.0,2,3300.0,0.3,3.5,260.0,0
751,17650.0,88.0,4,2.3,81.0,14,0.0,6.0,0.0,87.0,4,3900.0,0.3,5.0,320.0,0
845,18150.0,87.0,1,2.5,82.0,15,0.0,6.5,0.0,86.0,5,4000.0,0.3,6.0,340.0,0
526,15950.0,95.0,5,1.9,79.0,11,0.0,5.0,0.0,85.0,3,3400.0,0.3,4.5,270.0,0
953,20350.0,90.0,2,2.9,84.0,16,0.0,7.0,0.0,89.0,8,4600.0,0.3,7.0,380.0,0
679,16550.0,92.0,0,2.2,80.0,13,0.0,5.5,0.0,86.0,2,3600.0,0.3,4.0,300.0,0
939,19150.0,89.0,4,2.6,82.0,14,0.0,6.0,0.0,85.0,6,3800.0,0.3,5.5,330.0,0
812,17750.0,86.0,3,2.4,81.0,15,0.0,6.5,0.0,87.0,5,4000.0,0.3,6.0,350.0,0
123,16879.0,90.0,1,2.1,85.0,20,0.0,8.0,0.0,88.0,7,4200.0,0.2,3.0,280.0,0
901,18579.0,94.0,4,2.8,83.0,19,0.0,7.5,0.0,89.0,9,4500.0,0.2,5.0,320.0,0
645,15179.0,88.0,0,2.3,82.0,14,0.0,6.0,0.0,86.0,3,3200.0,0.2,2.5,240.0,0
761,17379.0,91.0,2,2.5,84.0,18,0.0,7.0,0.0,87.0,6,3800.0,0.2,4.5,300.0,0
547,14979.0,96.0,5,2.0,81.0,12,0.0,5.5,0.0,85.0,4,3000.0,0.2,2.0,220.0,0
932,19979.0,93.0,3,2.9,85.0,17,0.0,8.5,0.0,90.0,8,4200.0,0.2,6.5,360.0,0
823,16179.0,89.0,1,2.6,83.0,16,0.0,7.0,0.0,86.0,5,3600.0,0.2,4.0,290.0,0
695,15579.0,90.0,4,2.1,84.0,15,0.0,6.5,0.0,87.0,7,3800.0,0.2,3.5,260.0,0
917,16979.0,92.0,0,2.8,84.0,19,0.0,7.5,0.0,88.0,9,4000.0,0.2,5.0,330.0,0
861,18379.0,95.0,2,2.5,85.0,18,0.0,8.0,0.0,89.0,6,4200.0,0.2,4.0,310.0,0
593,14779.0,88.0,5,2.0,82.0,13,0.0,6.0,0.0,85.0,4,3200.0,0.2,2.5,240.0,0
781,17179.0,94.0,1,2.6,84.0,17,0.0,7.5,0.0,88.0,7,3800.0,0.2,3.0,280.0,0
949,19379.0,93.0,4,2.9,85.0,20,0.0,8.5,0.0,90.0,9,4500.0,0.2,6.0,360.0,0
683,16379.0,91.0,0,2.3,83.0,16,0.0,7.0,0.0,86.0,5,3600.0,0.2,4.5,290.0,0
101,11999.0,98.0,3,1.2,90.0,22,0.5,4.2,0.5,92.0,1,1400.0,0.4,8.0,420.0,0
913,19799.0,96.0,1,2.1,86.0,19,0.0,8.8,0.0,91.0,8,4800.0,0.3,7.0,380.0,0
621,16199.0,89.0,5,2.8,81.0,14,0.0,6.5,0.0,84.0,3,3000.0,0.3,9.0,220.0,0
791,16999.0,95.0,2,2.4,84.0,18,0.0,7.8,0.0,89.0,6,4100.0,0.3,6.5,300.0,0
741,17399.0,93.0,4,2.2,85.0,17,0.0,7.2,0.0,90.0,7,4200.0,0.3,5.5,320.0,0
981,18999.0,97.0,0,2.5,87.0,21,0.0,9.0,0.0,93.0,10,4900.0,0.3,9.5,460.0,0
671,15599.0,90.0,1,2.9,82.0,15,0.0,6.8,0.0,87.0,4,3500.0,0.3,8.5,290.0,0
951,19199.0,94.0,3,2.7,86.0,20,0.0,8.2,0.0,92.0,9,4600.0,0.3,7.5,390.0,0
761,16399.0,92.0,5,2.1,83.0,16,0.0,7.5,0.0,89.0,5,3900.0,0.3,6.0,330.0,0
931,17999.0,96.0,2,2.4,85.0,19,0.0,8.5,0.0,91.0,8,4400.0,0.3,8.0,380.0,0
681,15999.0,91.0,4,2.8,82.0,15,0.0,7.0,0.0,86.0,3,3700.0,0.3,7.0,280.0,0
711,16799.0,94.0,1,2.6,84.0,18,0.0,7.8,0.0,90.0,6,4000.0,0.3,5.0,340.0,0
921,18399.0,98.0,0,2.2,87.0,22,0.0,9.5,0.0,94.0,10,5000.0,0.3,10.0,440.0,0
611,15199.0,89.0,5,2.9,81.0,14,0.0,6.2,0.0,84.0,2,3200.0,0.3,9.5,250.0,0
